0.000000;0.038714;-nan
0.002500;0.038714;0.084027
0.005000;0.038714;0.084027
0.007500;0.038714;0.084027
0.010000;0.038714;0.084027
0.012500;0.038714;0.084027
0.015000;0.038714;0.084027
0.017500;0.039215;0.084027
0.020000;0.039895;0.084027
0.022500;0.040575;0.084026
0.025000;0.041255;0.084026
0.027500;0.041935;0.084026
0.030000;0.042615;0.084026
0.032500;0.043295;0.084026
0.035000;0.043975;0.084026
0.037500;0.044655;0.084026
0.040000;0.045600;0.084027
0.042500;0.046760;0.084032
0.045000;0.050509;0.084042
0.047500;0.062819;0.084063
0.050000;0.076094;0.084089
0.052500;0.096271;0.084124
0.055000;0.116454;0.084156
0.057500;0.136350;0.084183
0.060000;0.149369;0.084196
0.062500;0.169661;0.084209
0.065000;0.146890;0.084030
0.067500;0.126415;0.084024
0.070000;0.105180;0.084025
0.072500;0.083974;0.084026
0.075000;0.062801;0.084028
0.077500;0.041661;0.084029
0.080000;0.020554;0.084030
0.082500;-0.000521;0.084031
0.085000;-0.021563;0.084032
0.087500;-0.042574;0.084033
0.090000;-0.063552;0.084034
0.092500;-0.084499;0.084035
0.095000;-0.105415;0.084035
0.097500;-0.126301;0.084036
0.100000;-0.147159;0.084035
0.102500;-0.167990;0.084034
0.105000;-0.188797;0.084031
0.107500;-0.209585;0.084025
0.110000;-0.230357;0.084017
0.112500;-0.251120;0.084005
0.115000;-0.271880;0.083988
0.117500;-0.292644;0.083966
0.120000;-0.313422;0.083938
0.122500;-0.334221;0.083902
0.125000;-0.355054;0.083858
0.127500;-0.375929;0.083805
0.130000;-0.396859;0.083742
0.132500;-0.417854;0.083668
0.135000;-0.438928;0.083583
0.137500;-0.460092;0.083486
0.140000;-0.481359;0.083376
0.142500;-0.502741;0.083253
0.145000;-0.524250;0.083117
0.147500;-0.545900;0.082966
0.150000;-0.567702;0.082802
0.152500;-0.589668;0.082623
0.155000;-0.611810;0.082430
0.157500;-0.634140;0.082221
0.160000;-0.656669;0.081999
0.162500;-0.679407;0.081761
0.165000;-0.702366;0.081509
0.167500;-0.725554;0.081243
0.170000;-0.748981;0.080962
0.172500;-0.772657;0.080667
0.175000;-0.796590;0.080359
0.177500;-0.820788;0.080037
0.180000;-0.845260;0.079702
0.182500;-0.870011;0.079354
0.185000;-0.895050;0.078994
0.187500;-0.920382;0.078621
0.190000;-0.946013;0.078237
0.192500;-0.971950;0.077842
0.195000;-0.998196;0.077435
0.197500;-1.024757;0.077018
0.200000;-1.051637;0.076592
0.202500;-1.078839;0.076155
0.205000;-1.106368;0.075710
0.207500;-1.134226;0.075255
0.210000;-1.162417;0.074793
0.212500;-1.190942;0.074323
0.215000;-1.219805;0.073845
0.217500;-1.249006;0.073360
0.220000;-1.278548;0.072869
0.222500;-1.308431;0.072372
0.225000;-1.338658;0.071869
0.227500;-1.369227;0.071361
0.230000;-1.400141;0.070848
0.232500;-1.431400;0.070331
0.235000;-1.463003;0.069809
0.237500;-1.494950;0.069284
0.240000;-1.527242;0.068756
0.242500;-1.559878;0.068225
0.245000;-1.592856;0.067691
0.247500;-1.626177;0.067154
0.250000;-1.659840;0.066616
0.252500;-1.693842;0.066077
0.255000;-1.728184;0.065536
0.257500;-1.762863;0.064994
0.260000;-1.797879;0.064451
0.262500;-1.833229;0.063908
0.265000;-1.868912;0.063365
0.267500;-1.904927;0.062822
0.270000;-1.941270;0.062279
0.272500;-1.977941;0.061737
0.275000;-2.014938;0.061196
0.277500;-2.052257;0.060656
0.280000;-2.089898;0.060118
0.282500;-2.127857;0.059581
0.285000;-2.166133;0.059046
0.287500;-2.204723;0.058513
0.290000;-2.243625;0.057982
0.292500;-2.282837;0.057454
0.295000;-2.322355;0.056928
0.297500;-2.362178;0.056404
